Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,46,41,44,8,Yes
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,46,41,44,8,Yes
HONDA CR-V,2.0,4.0,CVT,2WD,Gasoline,CA,small SUV,7,43,36,40,7,Yes
HONDA CR-V,2.0,4.0,CVT,2WD,Gasoline,FA,small SUV,7,43,36,40,7,Yes
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,CA,small SUV,7,40,34,37,7,Yes
HONDA CR-V,2.0,4.0,CVT,4WD,Gasoline,FA,small SUV,7,40,34,37,7,Yes
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,CA,midsize car,7,33,42,36,7,Yes
HONDA Civic 4Dr,1.5,4.0,CVT,2WD,Gasoline,FA,midsize car,7,33,42,36,7,Yes
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,midsize car,7,31,38,34,7,Yes
HONDA Civic 4Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,midsize car,7,31,38,34,7,Yes
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,31,40,35,7,Yes
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,31,40,35,7,Yes
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,CA,large car,7,31,39,35,7,Yes
HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,FA,large car,7,31,39,35,7,Yes
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,CA,midsize car,7,30,40,34,7,Yes
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,CA,midsize car,7,33,42,37,7,Yes
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,FA,midsize car,7,30,40,34,7,Yes
HYUNDAI Elantra,2.0,4.0,SCV-1,2WD,Gasoline,FA,midsize car,7,33,42,37,7,Yes
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,midsize car,7,49,52,50,8,Yes
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,midsize car,7,49,52,50,8,Yes
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,midsize car,7,53,56,54,9,Yes
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,midsize car,7,53,56,54,9,Yes
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,FA,large car,10,127,94,110,10,Elite
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,CA,large car,10,127,94,110,10,Elite
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,FA,large car,10,132,98,114,10,Elite
HYUNDAI Ioniq 5,,,Auto-1,2WD,Electricity,CA,large car,10,132,98,114,10,Elite
HYUNDAI Ioniq 5,,,Auto-1,4WD,Electricity,FA,large car,10,113,90,101,10,Elite
HYUNDAI Ioniq 5,,,Auto-1,4WD,Electricity,CA,large car,10,113,90,101,10,Elite
"HYUNDAI Ioniq 6 Long range AWD (18"" Wheels)",,,Auto-1,4WD,Electricity,FA,midsize car,10,130,111,121,10,Elite
"HYUNDAI Ioniq 6 Long range AWD (18"" Wheels)",,,Auto-1,4WD,Electricity,CA,midsize car,10,130,111,121,10,Elite
"HYUNDAI Ioniq 6 Long range AWD (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,midsize car,10,111,94,103,10,Elite
"HYUNDAI Ioniq 6 Long range AWD (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,midsize car,10,111,94,103,10,Elite
"HYUNDAI Ioniq 6 Long range RWD (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,midsize car,10,153,127,140,10,Elite
"HYUNDAI Ioniq 6 Long range RWD (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,midsize car,10,153,127,140,10,Elite
"HYUNDAI Ioniq 6 Long range RWD (20"" Wheels)",,,Auto-1,2WD,Electricity,FA,midsize car,10,129,105,117,10,Elite
"HYUNDAI Ioniq 6 Long range RWD (20"" Wheels)",,,Auto-1,2WD,Electricity,CA,midsize car,10,129,105,117,10,Elite
HYUNDAI Ioniq 6 Standard Range RWD,,,Auto-1,2WD,Electricity,FA,midsize car,10,151,120,135,10,Elite
HYUNDAI Ioniq 6 Standard Range RWD,,,Auto-1,2WD,Electricity,CA,midsize car,10,151,120,135,10,Elite
HYUNDAI Kona Electric,,,Auto-1,2WD,Electricity,FA,small SUV,10,134,106,120,10,Elite
HYUNDAI Kona Electric,,,Auto-1,2WD,Electricity,CA,small SUV,10,134,106,120,10,Elite
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,FA,small SUV,10,59,54,57,10,Elite
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,CA,small SUV,10,59,54,57,10,Elite
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,FA,small SUV,10,65,58,61,10,Elite
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,CA,small SUV,10,65,58,61,10,Elite
HYUNDAI Santa Fe Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,CA,small SUV,7,36,31,34,7,Yes
HYUNDAI Santa Fe Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,FA,small SUV,7,36,31,34,7,Yes
HYUNDAI Santa Fe Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,7,33/79,32/72,33/76,10,Yes
HYUNDAI Santa Fe Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,7,33/79,32/72,33/76,10,Yes
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,CA,large car,7,45,51,47,8,Yes
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,large car,7,45,51,47,8,Yes
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,CA,large car,7,50,54,52,9,Yes
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,FA,large car,7,50,54,52,9,Yes
HYUNDAI Tuscon Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,CA,small SUV,7,37,36,37,7,Yes
HYUNDAI Tuscon Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,FA,small SUV,7,37,36,37,7,Yes
HYUNDAI Tuscon Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,CA,small SUV,7,38,38,38,7,Yes
HYUNDAI Tuscon Hybrid Blue,1.6,4.0,AMS-6,4WD,Gasoline,FA,small SUV,7,38,38,38,7,Yes
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,7,35/87,35/74,35/80,10,Yes
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,7,35/87,35/74,35/80,10,Yes
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,FA,small SUV,10,89,82,85,10,Elite
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,CA,small SUV,10,89,82,85,10,Elite
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,FA,small SUV,10,79,72,76,10,Elite
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,CA,small SUV,10,79,72,76,10,Elite
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,23/57,24/56,23/56,8,Yes
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,23/57,24/56,23/56,8,Yes
KIA EV6 GT,,,Auto-1,4WD,Electricity,FA,station wagon,10,85,74,79,10,Elite
KIA EV6 GT,,,Auto-1,4WD,Electricity,CA,station wagon,10,85,74,79,10,Elite
KIA EV6 Long Range,,,Auto-1,2WD,Electricity,FA,station wagon,10,134,101,117,10,Elite
KIA EV6 Long Range,,,Auto-1,2WD,Electricity,CA,station wagon,10,134,101,117,10,Elite
KIA EV6 Long Range AWD (19inch tire),,,Auto-1,4WD,Electricity,FA,station wagon,10,120,98,109,10,Elite
KIA EV6 Long Range AWD (19inch tire),,,Auto-1,4WD,Electricity,CA,station wagon,10,120,98,109,10,Elite
KIA EV6 Long Range AWD (20inch tire),,,Auto-1,4WD,Electricity,FA,station wagon,10,106,86,96,10,Elite
KIA EV6 Long Range AWD (20inch tire),,,Auto-1,4WD,Electricity,CA,station wagon,10,106,86,96,10,Elite
KIA EV6 Standard Range,,,Auto-1,2WD,Electricity,FA,station wagon,10,136,100,117,10,Elite
KIA EV6 Standard Range,,,Auto-1,2WD,Electricity,CA,station wagon,10,136,100,117,10,Elite
KIA Forte FE,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,30,41,34,7,Yes
KIA Forte FE,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,30,41,34,7,Yes
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,CA,station wagon,7,53,45,49,8,Yes
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,FA,station wagon,7,53,45,49,8,Yes
KIA Niro Electric,,,Auto-1,2WD,Electricity,FA,station wagon,10,126,101,113,10,Elite
KIA Niro Electric,,,Auto-1,2WD,Electricity,CA,station wagon,10,126,101,113,10,Elite
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,CA,station wagon,7,53,54,53,9,Yes
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,FA,station wagon,7,53,54,53,9,Yes
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,station wagon,7,49/113,47/102,48/108,10,Yes
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,station wagon,7,49/113,47/102,48/108,10,Yes
KIA Sorento Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,small SUV,7,39,35,37,7,Yes
KIA Sorento Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,small SUV,7,39,35,37,7,Yes
KIA Sorento Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,CA,small SUV,7,36,33,34,7,Yes
KIA Sorento Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,FA,small SUV,7,36,33,34,7,Yes
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,7,35/83,33/75,34/79,10,Yes
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,7,35/83,33/75,34/79,10,Yes
KIA Sportage Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,small SUV,7,42,44,43,8,Yes
KIA Sportage Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,small SUV,7,42,44,43,8,Yes
KIA Sportage Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,CA,small SUV,7,38,38,38,7,Yes
KIA Sportage Hybrid,1.6,4.0,AMS-6,4WD,Gasoline,FA,small SUV,7,38,38,38,7,Yes
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,7,36/88,35/79,35/84,10,Yes
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,7,36/88,35/79,35/84,10,Yes
LAND ROVER New Range Rover P440 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,19/48,24/55,21/51,10,Yes
LAND ROVER New Range Rover P440 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,19/48,24/55,21/51,10,Yes
LAND ROVER New Range Rover Sport P440 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,19/48,24/55,21/51,10,Yes
LAND ROVER New Range Rover Sport P440 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,19/48,24/55,21/51,10,Yes
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,43,44,44,8,Yes
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,43,44,44,8,Yes
LEXUS NX 350h,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,41,37,39,7,Yes
LEXUS NX 350h,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,41,37,39,7,Yes
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,small SUV,7,38/93,33/75,36/84,10,Yes
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,small SUV,7,38/93,33/75,36/84,10,Yes
LEXUS RX 350h,2.5,4.0,SCV-6,4WD,Gasoline,CA,small SUV,7,37,34,36,7,Yes
LEXUS RX 350h,2.5,4.0,SCV-6,4WD,Gasoline,FA,small SUV,7,37,34,36,7,Yes
"LEXUS RZ 450e (18"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,115,98,107,10,Elite
"LEXUS RZ 450e (18"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,115,98,107,10,Elite
"LEXUS RZ 450e (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,102,87,95,10,Elite
"LEXUS RZ 450e (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,102,87,95,10,Elite
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,CA,small car,7,43,41,42,8,Yes
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,FA,small car,7,43,41,42,8,Yes
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,CA,small car,7,41,38,39,7,Yes
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,FA,small car,7,41,38,39,7,Yes
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Gasoline/Electricity,CA,standard SUV,7,22/54,25/58,23/56,8,Yes
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Gasoline/Electricity,FA,standard SUV,7,22/54,25/58,23/56,8,Yes
LINCOLN Corsair PHEV,2.5,4.0,CVT,4WD,Gasoline/Electricity,CA,small SUV,8,34/86,32/69,33/78,10,Yes
LINCOLN Corsair PHEV,2.5,4.0,CVT,4WD,Gasoline/Electricity,FA,small SUV,8,34/86,32/69,33/78,10,Yes
LORDSTOWN Endurance,,,Auto-1,4WD,Electricity,FA,pickup,10,49,46,48,10,Elite
LORDSTOWN Endurance,,,Auto-1,4WD,Electricity,CA,pickup,10,49,46,48,10,Elite
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,130,132,131,10,Elite
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,130,132,131,10,Elite
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,121,122,121,10,Elite
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,121,122,121,10,Elite
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,121,122,121,10,Elite
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,121,122,121,10,Elite
"LUCID Air GT P AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,110,111,111,10,Elite
"LUCID Air GT P AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,110,111,111,10,Elite
"LUCID Air Pure AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,141,140,140,10,Elite
"LUCID Air Pure AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,141,140,140,10,Elite
"LUCID Air Pure AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,121,120,121,10,Elite
"LUCID Air Pure AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,121,120,121,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,141,140,140,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,141,140,140,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,121,120,121,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,121,120,121,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,121,120,121,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,121,120,121,10,Elite
MAZDA MX-30,,,Auto-1,2WD,Electricity,FA,midsize car,10,98,85,92,10,Elite
MAZDA MX-30,,,Auto-1,2WD,Electricity,CA,midsize car,10,98,85,92,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,FA,midsize car,10,74,73,74,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,CA,midsize car,10,74,73,74,10,Elite
MERCEDES-BENZ AMG EQS 4Matic+,,,Auto-1,4WD,Electricity,FA,large car,10,74,77,75,10,Elite
